game,eta,n_train,method,sample,error
0,0.0,5,SUB,18,0.0433090756046631
0,0.0,5,SUB,19,0.06222442381712307
0,0.0,5,SUB,20,0.020939080278944044
0,0.0,5,SUB,21,0.04000126318383901
0,0.0,5,SUB,22,0.033195147571839834
0,0.0,5,SUB,23,0.061476609629462754
0,0.0,5,SUB,24,0.03158518211190121
0,0.0,5,SUB,25,0.10582808550776585
0,0.0,5,SUB,26,0.06877623068663757
0,0.0,5,SUB,27,0.01749761659338337
0,0.0,5,SUB,28,0.02735701619566493
0,0.0,5,SUB,29,0.039915738945121154
0,0.0,5,SUB,30,0.06248743507390932
0,0.0,5,SUB,31,0.031764573715637956
0,0.0,5,SUB,32,0.037471625894492974
0,0.0,5,SUB,33,0.038661625756499306
0,0.0,5,SUB,34,0.014292386503329237
0,0.0,5,SUB,35,0.11947236617404774
0,0.0,5,SUB,36,0.0710861458048853
0,0.0,5,SUB,37,0.09639161026343672
0,0.0,5,SUB,38,0.08013751346249172
0,0.0,5,SUB,39,0.07867204190412569
0,0.0,5,SUB,40,0.1254345755885859
0,0.0,5,SUB,41,0.0797407474256948
0,0.0,5,SUB,42,0.009883531708164873
0,0.0,5,SUB,43,0.03651546887260176
0,0.0,5,SUB,44,0.06439676049508293
0,0.0,5,SUB,45,0.03647566064569744
0,0.0,5,SUB,46,0.023355046360416614
0,0.0,5,SUB,47,0.016692634567302852
0,0.0,5,SUB,48,0.035870580608647284
0,0.0,5,SUB,49,0.04049667491785816
0,0.0,5,SUB,50,0.03471660919170094
0,0.0,5,SUB,51,0.12011695486385925
0,0.0,5,SUB,52,0.045633429958846644
0,0.0,5,SUB,53,0.07830121659509506
0,0.0,5,SUB,54,0.08126838506905897
0,0.0,5,SUB,55,0.040276217742550954
0,0.0,5,SUB,56,0.037928251929084035
0,0.0,5,SUB,57,0.044279534323932127
0,0.0,5,SUB,58,0.02299454087784823
0,0.0,5,SUB,59,0.018693837445015425
0,0.0,5,SUB,60,0.12531289110899496
0,0.0,5,SUB,61,0.0328830247522459
0,0.0,5,SUB,62,0.014140340698334182
0,0.0,5,SUB,63,0.06336489154298094
0,0.0,5,SUB,64,0.03128192068429237
0,0.0,5,VI,0,0.0024529619511580855
0,0.0,5,VI,1,0.002532603006291006
0,0.0,5,VI,2,0.00442858304226992
0,0.0,5,VI,3,0.017174385976028123
0,0.0,5,VI,4,0.004490137415912435
0,0.0,5,VI,5,0.002062060307825254
0,0.0,5,VI,6,0.012674636160282715
0,0.0,5,VI,7,0.0028829595334432293
0,0.0,5,VI,8,0.0034170210025217377
0,0.0,5,VI,9,0.0015556389210061047
0,0.0,5,VI,10,0.0035525680374953426
0,0.0,5,VI,11,0.0027665356103216293
0,0.0,5,VI,12,0.0025951253095233932
0,0.0,5,VI,13,0.0007572356055931714
0,0.0,5,VI,14,0.00024915560802692355
0,0.0,5,VI,15,0.01222176034449554
0,0.0,5,VI,16,0.0021953490513857547
0,0.0,5,VI,17,0.017595324963590304
0,0.0,5,VI,18,0.0004968610534020137
0,0.0,5,VI,19,0.0027188801319566404
0,0.0,5,VI,20,0.0003804228941118891
0,0.0,5,VI,21,0.0011924876352304315
0,0.0,5,VI,22,0.002455151762184992
0,0.0,5,VI,23,0.0016715593463616524
0,0.0,5,VI,24,0.003863064177766405
0,0.0,5,VI,25,0.0027257511107222653
0,0.0,5,VI,26,0.002494635087109965
0,0.0,5,VI,27,0.0005116120686467463
0,0.0,5,VI,28,0.0008402166758167063
0,0.0,5,VI,29,0.014294031447777621
0,0.0,5,VI,30,0.0008956510857084182
0,0.0,5,VI,31,0.0028130315957741745
0,0.0,5,VI,32,0.003739521524685508
0,0.0,5,VI,33,0.002837334025946233
0,0.0,5,VI,34,0.00029257028266560417
0,0.0,5,VI,35,0.00292509741340372
0,0.0,5,VI,36,0.0032674508373937484
0,0.0,5,VI,37,0.003685470671821102
0,0.0,5,VI,38,0.0016807804641977425
0,0.0,5,VI,39,0.0017565209068716376
0,0.0,5,VI,40,0.003318204156823029
0,0.0,5,VI,41,0.002957103477859813
0,0.0,5,VI,42,0.0005587286626877016
0,0.0,5,VI,43,0.0008561041794602787
0,0.0,5,VI,44,0.0009915017459338987
0,0.0,5,VI,45,0.0023721701485952323
0,0.0,5,VI,46,0.0023319960932282804
0,0.0,5,VI,47,0.011046657832864626
0,0.0,5,VI,48,0.003186878135840525
0,0.0,5,VI,49,0.0015059102502741409
0,0.0,5,VI,50,0.0030637874313660524
0,0.0,5,VI,51,0.0029591149782743037
0,0.0,5,VI,52,0.0015303888865443795
0,0.0,5,VI,53,0.004131866622014511
0,0.0,5,VI,54,0.0021180398963059448
0,0.0,5,VI,55,0.0022313918251563713
0,0.0,5,VI,56,0.014550473397645654
0,0.0,5,VI,57,0.002613566822442641
0,0.0,5,VI,58,0.00581184944994847
0,0.0,5,VI,59,0.0006570801709569216
0,0.0,5,VI,60,0.00291183385528151
0,0.0,5,VI,61,0.0034483446227334268
0,0.0,5,VI,62,0.0003223610691657532
0,0.0,5,VI,63,0.010931509792692657
0,0.0,5,VI,64,0.0024093477769990255
0,0.0,10,SUB,0,0.02042475336313919
0,0.0,10,SUB,1,0.013039262226658552
0,0.0,10,SUB,2,0.01550913003747112
0,0.0,10,SUB,3,0.018088531860771258
0,0.0,10,SUB,4,0.013148711573479379
0,0.0,10,SUB,5,0.00782779823797736
0,0.0,10,SUB,6,0.012944866189548841
0,0.0,10,SUB,7,0.011898689121916476
0,0.0,10,SUB,8,0.028302256249048773
0,0.0,10,SUB,9,0.01228454737415576
0,0.0,10,SUB,10,0.017697660339108235
0,0.0,10,SUB,11,0.010802910198320527
0,0.0,10,SUB,12,0.013899782139615369
0,0.0,10,SUB,13,0.019567056464225203
0,0.0,10,SUB,14,0.012898237273232792
0,0.0,10,SUB,15,0.032724043531349556
0,0.0,10,SUB,16,0.03578251452420279
0,0.0,10,SUB,17,0.026169883451135988
0,0.0,10,SUB,18,0.01539876435025011
0,0.0,10,SUB,19,0.01463723394427206
0,0.0,10,SUB,20,0.027320971481109315
0,0.0,10,SUB,21,0.016479758088940744
0,0.0,10,SUB,22,0.021788649369677664
0,0.0,10,SUB,23,0.035043771524817836
0,0.0,10,SUB,24,0.015600048564786816
0,0.0,10,SUB,25,0.020962831815047527
0,0.0,10,SUB,26,0.014171072819518982
0,0.0,10,SUB,27,0.018546034935831228
0,0.0,10,SUB,28,0.022083034971995888
0,0.0,10,SUB,29,0.020805174812018126
0,0.0,10,SUB,30,0.02066993299635385
0,0.0,10,SUB,31,0.01103267976222056
0,0.0,10,SUB,32,0.015722001838409636
0,0.0,10,SUB,33,0.020195766025892806
0,0.0,10,SUB,34,0.012884151434561722
0,0.0,10,SUB,35,0.014517753664273872
0,0.0,10,SUB,36,0.018330027445002416
0,0.0,10,SUB,37,0.03473139897109943
0,0.0,10,SUB,38,0.015426370475527602
0,0.0,10,SUB,39,0.012419455050296532
0,0.0,10,SUB,40,0.0068382481477367585
0,0.0,10,SUB,41,0.01641920942565963
0,0.0,10,SUB,42,0.010562087244617092
0,0.0,10,SUB,43,0.011833512234357153
0,0.0,10,SUB,44,0.020213576788132286
0,0.0,10,SUB,45,0.011709229836816317
0,0.0,10,SUB,46,0.01910170440854222
0,0.0,10,SUB,47,0.024924210699101893
0,0.0,10,SUB,48,0.01029330740548208
0,0.0,10,SUB,49,0.01810219882433155
0,0.0,10,SUB,50,0.022118963189717785
0,0.0,10,SUB,51,0.024846975603642303
0,0.0,10,SUB,52,0.0414690249798129
0,0.0,10,SUB,53,0.007803891813234922
0,0.0,10,SUB,54,0.021655333293125606
0,0.0,10,SUB,55,0.02978095925243997
0,0.0,10,SUB,56,0.04053112290896182
0,0.0,10,SUB,57,0.03008516851131827
0,0.0,10,SUB,58,0.026714208676740434
0,0.0,10,SUB,59,0.01932155485879002
0,0.0,10,VI,0,0.00013144421913855627
0,0.0,10,VI,1,1.00601245445399e-06
0,0.0,10,VI,2,0.0009498174588665795
0,0.0,10,VI,3,3.048483576794085e-06
