game,eta,n_train,method,sample,error
2,0.0,5,VI,48,0.08937256658948754
2,0.0,5,VI,49,0.11959710196601686
2,0.0,5,VI,50,0.17030463620638436
2,0.0,5,VI,51,0.005040742574498538
2,0.0,5,VI,52,0.12217920868935474
2,0.0,5,VI,53,0.0002557399020979299
2,0.0,5,VI,54,0.008977142566942481
2,0.0,5,VI,55,0.01416588588925579
2,0.0,5,VI,56,0.005126370390171886
2,0.0,5,VI,57,0.06704426027017381
2,0.0,5,VI,58,0.05885688698253279
2,0.0,5,VI,59,0.0006367519355232193
2,0.0,5,VI,60,0.010283608347669723
2,0.0,5,VI,61,0.012124860565443445
2,0.0,5,VI,62,0.1374983771310648
2,0.0,5,VI,63,0.14811295493146517
2,0.0,5,VI,64,0.03607048798078747
2,0.0,10,SUB,0,0.03368747298760485
2,0.0,10,SUB,1,0.012950846342077785
2,0.0,10,SUB,2,0.09413890473255125
2,0.0,10,SUB,3,0.01993024506317416
2,0.0,10,SUB,4,0.09434032287318946
2,0.0,10,SUB,5,0.08021068496536257
2,0.0,10,SUB,6,0.09495526594873933
2,0.0,10,SUB,7,0.09345323118887086
2,0.0,10,SUB,8,0.014913295104956252
2,0.0,10,SUB,9,0.09533288973327234
2,0.0,10,SUB,10,0.12099529386953532
2,0.0,10,SUB,11,0.026125799093429006
2,0.0,10,SUB,12,0.025279794848916296
2,0.0,10,SUB,13,0.020561738005696033
2,0.0,10,SUB,14,0.009396860236530772
2,0.0,10,SUB,15,0.07875132356611884
2,0.0,10,SUB,16,0.015330835534751034
2,0.0,10,SUB,17,0.02280247419032695
2,0.0,10,SUB,18,0.01016732102807935
2,0.0,10,SUB,19,0.10164754100329465
2,0.0,10,SUB,20,0.012063280557863647
2,0.0,10,SUB,21,0.10790622846835392
2,0.0,10,SUB,22,0.025847689265813236
2,0.0,10,SUB,23,0.024677358676289382
2,0.0,10,SUB,24,0.025449977460315826
2,0.0,10,SUB,25,0.029619504998098813
2,0.0,10,SUB,26,0.017357324857042264
2,0.0,10,SUB,27,0.09504852675609657
2,0.0,10,SUB,28,0.020322421348978492
2,0.0,10,SUB,29,0.022547585882666806
2,0.0,10,SUB,30,0.07319967167173122
2,0.0,10,SUB,31,0.017368920430168674
2,0.0,10,SUB,32,0.013436155524815994
2,0.0,10,SUB,33,0.07876593945858838
2,0.0,10,SUB,34,0.009119454121467602
2,0.0,10,SUB,35,0.02232949617432906
2,0.0,10,SUB,36,0.028628255511035747
2,0.0,10,SUB,37,0.027893868057396267
2,0.0,10,SUB,38,0.01565473202008874
2,0.0,10,SUB,39,0.01784926589822297
2,0.0,10,SUB,40,0.024123330577397756
2,0.0,10,SUB,41,0.09449811856076974
2,0.0,10,SUB,42,0.0122537028416655
2,0.0,10,SUB,43,0.025432134437384065
2,0.0,10,SUB,44,0.029953420326035176
2,0.0,10,SUB,45,0.123722533211812
2,0.0,10,SUB,46,0.09656547957601859
2,0.0,10,SUB,47,0.016712673179237927
2,0.0,10,SUB,48,0.014042049468470695
2,0.0,10,SUB,49,0.01690002641539552
2,0.0,10,SUB,50,0.11070277038015978
2,0.0,10,SUB,51,0.10488877211281435
2,0.0,10,SUB,52,0.10151303858364098
2,0.0,10,SUB,53,0.02325483136743657
2,0.0,10,SUB,54,0.018732130799406742
2,0.0,10,SUB,55,0.010813569448445564
2,0.0,10,SUB,56,0.0994274708191552
2,0.0,10,SUB,57,0.019823043505656862
2,0.0,10,SUB,58,0.015483536550877626
2,0.0,10,SUB,59,0.1183145452637126
2,0.0,10,VI,0,0.00031548151016957574
2,0.0,10,VI,1,0.00034581367579220273
2,0.0,10,VI,2,0.010976535460204774
2,0.0,10,VI,3,0.0024964135852320927
2,0.0,10,VI,4,0.005531206553843592
2,0.0,10,VI,5,0.02662885965642614
2,0.0,10,VI,6,0.013541397194425743
2,0.0,10,VI,7,0.006152982577596499
2,0.0,10,VI,8,0.0003039204818154116
2,0.0,10,VI,9,0.006529934904789037
2,0.0,10,VI,10,0.015296970075466293
2,0.0,10,VI,11,0.005730703147508713
2,0.0,10,VI,12,1.8578743201743457e-06
2,0.0,10,VI,13,0.031217477702143955
2,0.0,10,VI,14,0.00011998565803051183
2,0.0,10,VI,15,0.023778922036874425
2,0.0,10,VI,16,0.00026932004350544835
2,0.0,10,VI,17,0.002309051837786836
2,0.0,10,VI,18,0.00046747559757052157
2,0.0,10,VI,19,0.020645061854452314
2,0.0,10,VI,20,0.00014136607736983312
2,0.0,10,VI,21,0.006809405461091995
2,0.0,10,VI,22,0.0002457217575694604
2,0.0,10,VI,23,0.0024737364254434255
2,0.0,10,VI,24,0.0002444536754252212
2,0.0,10,VI,25,0.0032654068893504316
2,0.0,10,VI,26,0.00021304801610212644
2,0.0,10,VI,27,0.016266913435649184
2,0.0,10,VI,28,0.004310622887730649
2,0.0,10,VI,29,0.017921634477992516
2,0.0,10,VI,30,0.0278998976962205
2,0.0,10,VI,31,0.00026083482628093326
2,0.0,10,VI,32,0.000495668347775452
2,0.0,10,VI,33,0.023300196625304664
2,0.0,10,VI,34,0.0019340237591122355
2,0.0,10,VI,35,0.00020176993623096607
2,0.0,10,VI,36,0.0036930580322520764
2,0.0,10,VI,37,0.005121803136235871
2,0.0,10,VI,38,0.0003011382166460451
2,0.0,10,VI,39,0.0013670095378317147
2,0.0,10,VI,40,0.02724879037676713
2,0.0,10,VI,41,0.005195049990859636
2,0.0,10,VI,42,0.007848491191523772
2,0.0,10,VI,43,0.00041237124186720544
2,0.0,10,VI,44,0.004936438913852658
2,0.0,10,VI,45,0.01681613388916131
2,0.0,10,VI,46,0.003151394277023332
2,0.0,10,VI,47,0.0008262667057781619
2,0.0,10,VI,48,0.00013538991836704574
2,0.0,10,VI,49,0.0005020239800303597
2,0.0,10,VI,50,0.011112299922038972
2,0.0,10,VI,51,0.004859518622044227
2,0.0,10,VI,52,0.018430092270741157
2,0.0,10,VI,53,0.029042047541520143
2,0.0,10,VI,54,0.0016144373060621613
2,0.0,10,VI,55,1.6077380321008765e-05
2,0.0,10,VI,56,0.022234004144417074
2,0.0,10,VI,57,0.0031599063655264868
2,0.0,10,VI,58,7.456210659859946e-05
2,0.0,10,VI,59,0.019008454377096477
2,0.0,20,SUB,0,0.0176639310625592
2,0.0,20,SUB,1,0.01136280679898212
2,0.0,20,SUB,2,0.016546201624470114
2,0.0,20,SUB,3,0.025939683804706928
2,0.0,20,SUB,4,0.013551254521545628
2,0.0,20,SUB,5,0.02115402805987316
2,0.0,20,SUB,6,0.01683857973537526
2,0.0,20,SUB,7,0.021620299190624876
2,0.0,20,SUB,8,0.026173165536871625
2,0.0,20,SUB,9,0.018625640078191463
2,0.0,20,SUB,10,0.029071587153279045
2,0.0,20,SUB,11,0.015845802936811777
2,0.0,20,SUB,12,0.015518748115811335
2,0.0,20,SUB,13,0.020834961248710634
2,0.0,20,SUB,14,0.011293415453429233
2,0.0,20,SUB,15,0.021047263426499936
2,0.0,20,SUB,16,0.023465112489748276
2,0.0,20,SUB,17,0.013514224179928149
2,0.0,20,SUB,18,0.017875416733442086
2,0.0,20,SUB,19,0.01030213714012742
2,0.0,20,SUB,20,0.017693375173679568
2,0.0,20,SUB,21,0.018734799205244484
2,0.0,20,SUB,22,0.013901238841537962
2,0.0,20,SUB,23,0.016462310268564546
2,0.0,20,SUB,24,0.010230546021376229
2,0.0,20,SUB,25,0.024202529908482057
2,0.0,20,SUB,26,0.01629975458627979
2,0.0,20,SUB,27,0.028538352940978843
2,0.0,20,SUB,28,0.030448298869118408
2,0.0,20,SUB,29,0.02178485442886522
2,0.0,20,SUB,30,0.013587689019532117
2,0.0,20,SUB,31,0.02590615099959705
2,0.0,20,SUB,32,0.01704628466940312
2,0.0,20,SUB,33,0.018129452422869233
2,0.0,20,SUB,34,0.022434737430226857
2,0.0,20,SUB,35,0.013365775231181674
2,0.0,20,SUB,36,0.016858166767986023
2,0.0,20,SUB,37,0.01842235752023685
2,0.0,20,SUB,38,0.03052422999130613
2,0.0,20,SUB,39,0.030315500005632403
2,0.0,20,SUB,40,0.010573593183628875
2,0.0,20,SUB,41,0.011189159742562607
2,0.0,20,SUB,42,0.015525276059513336
2,0.0,20,SUB,43,0.014001711950370041
2,0.0,20,SUB,44,0.012757297697087317
2,0.0,20,SUB,45,0.009578699650437837
2,0.0,20,SUB,46,0.012482550701649137
2,0.0,20,SUB,47,0.019114246974932327
2,0.0,20,SUB,48,0.01593330788157888
2,0.0,20,SUB,49,0.01817557021550593
2,0.0,20,VI,0,5.562020168806364e-07
2,0.0,20,VI,1,0.00030572809156011004
2,0.0,20,VI,2,0.0010740887742019868
2,0.0,20,VI,3,4.801977477166644e-07
2,0.0,20,VI,4,8.789320323143608e-06
2,0.0,20,VI,5,3.071229885144408e-05
2,0.0,20,VI,6,4.808940032309431e-07
2,0.0,20,VI,7,0.0024708690786930322
2,0.0,20,VI,8,3.0180449900184894e-07
2,0.0,20,VI,9,4.08657290822572e-06
2,0.0,20,VI,10,0.0010551846689504031
2,0.0,20,VI,11,0.0006814864049744302
2,0.0,20,VI,12,0.001409805678671199
2,0.0,20,VI,13,5.063086407499018e-07
2,0.0,20,VI,14,0.0018376855476233067
2,0.0,20,VI,15,3.943364983857554e-05
2,0.0,20,VI,16,4.844686250824104e-07
2,0.0,20,VI,17,0.0006513323326731054
2,0.0,20,VI,18,4.6620016097364937e-07
2,0.0,20,VI,19,0.001662134412685936
2,0.0,20,VI,20,6.881105164167646e-06
2,0.0,20,VI,21,0.00011550382596488684
2,0.0,20,VI,22,3.7754222929887385e-07
2,0.0,20,VI,23,4.141469134880928e-07
2,0.0,20,VI,24,0.0008237064541050968
2,0.0,20,VI,25,7.362627035583651e-07
2,0.0,20,VI,26,4.144241381762433e-07
2,0.0,20,VI,27,3.627244933911771e-05
2,0.0,20,VI,28,1.7992654931925394e-06
2,0.0,20,VI,29,4.385354998774652e-07
2,0.0,20,VI,30,0.00023421407393467328
2,0.0,20,VI,31,3.829794495706075e-07
2,0.0,20,VI,32,0.00017151701907956173
2,0.0,20,VI,33,0.00017571886696540984
2,0.0,20,VI,34,0.0013647679478526013
2,0.0,20,VI,35,5.066465410847526e-07
2,0.0,20,VI,36,0.0009629739384041417
2,0.0,20,VI,37,5.218943045460464e-07
2,0.0,20,VI,38,2.482670113339937e-07
2,0.0,20,VI,39,0.00030299525161597146
2,0.0,20,VI,40,0.0027830325727929033
2,0.0,20,VI,41,0.0006403115103234506
2,0.0,20,VI,42,0.0015935006129234603
2,0.0,20,VI,43,6.074745370494004e-07
2,0.0,20,VI,44,6.263010575547046e-05
2,0.0,20,VI,45,4.677348595532128e-07
2,0.0,20,VI,46,0.0018586544292289835
2,0.0,20,VI,47,6.069952038340779e-07
2,0.0,20,VI,48,0.0006946118591438221
2,0.0,20,VI,49,0.0022116749108326062
2,0.0,30,SUB,0,0.019210235232107936
2,0.0,30,SUB,1,0.033788948426728915
2,0.0,30,SUB,2,0.01992892988501812
2,0.0,30,SUB,3,0.006609194757161564
2,0.0,30,SUB,4,0.01977679747996426
2,0.0,30,SUB,5,0.018688505043588315
2,0.0,30,SUB,6,0.016705277567375644
2,0.0,30,SUB,7,0.020376162657282745
2,0.0,30,SUB,8,0.025876538143348886
2,0.0,30,SUB,9,0.015318994179360638
2,0.0,30,SUB,10,0.01931539532307702
2,0.0,30,SUB,11,0.023880300417675533
2,0.0,30,SUB,12,0.022723697384042375
2,0.0,30,SUB,13,0.018122171998695834
2,0.0,30,SUB,14,0.017401455906554786
2,0.0,30,SUB,15,0.025491274148434592
2,0.0,30,SUB,16,0.02172434351346343
2,0.0,30,SUB,17,0.03336549578109003
2,0.0,30,SUB,18,0.018630365541085873
2,0.0,30,SUB,19,0.02174613132450384
2,0.0,30,SUB,20,0.015928866612172302
2,0.0,30,SUB,21,0.022990655188936327
2,0.0,30,SUB,22,0.012639682402219531
2,0.0,30,SUB,23,0.020756171834746866
2,0.0,30,SUB,24,0.020235903624219165
2,0.0,30,SUB,25,0.018540540293122323
2,0.0,30,SUB,26,0.02162980045950771
2,0.0,30,SUB,27,0.03367473145704645
2,0.0,30,SUB,28,0.013424363138158967
2,0.0,30,SUB,29,0.01958856831105743
2,0.0,30,SUB,30,0.017038476944348818
2,0.0,30,SUB,31,0.01768584022759512
2,0.0,30,SUB,32,0.01629383666102637
2,0.0,30,SUB,33,0.019669438264878006
2,0.0,30,SUB,34,0.022861724719686317
2,0.0,30,SUB,35,0.021087376893175157
2,0.0,30,SUB,36,0.025051591218181624
2,0.0,30,SUB,37,0.009074925331266213
2,0.0,30,SUB,38,0.02750436206344569
2,0.0,30,SUB,39,0.021994643801673045
2,0.0,30,VI,0,0.000990914429330977
2,0.0,30,VI,1,2.8346578967684487e-07
2,0.0,30,VI,2,3.7414975599128944e-07
2,0.0,30,VI,3,0.00021926163138011865
2,0.0,30,VI,4,2.7280962432577017e-07
2,0.0,30,VI,5,3.6512516547086823e-07
2,0.0,30,VI,6,3.530656815432898e-07
2,0.0,30,VI,7,0.0004159049635665406
2,0.0,30,VI,8,2.3805568022050857e-07
2,0.0,30,VI,9,2.7768752661198175e-07
2,0.0,30,VI,10,0.001325855991810737
2,0.0,30,VI,11,0.0004315875054790122
2,0.0,30,VI,12,2.2162431688873415e-05
2,0.0,30,VI,13,3.234831498919843e-07
2,0.0,30,VI,14,2.709754108281764e-07
2,0.0,30,VI,15,0.0015365577532429485
2,0.0,30,VI,16,0.0006674101832740861
2,0.0,30,VI,17,3.39738257313156e-07
2,0.0,30,VI,18,3.966152768751413e-07
2,0.0,30,VI,19,0.0008486637394914009
2,0.0,30,VI,20,0.0008766729279090522
2,0.0,30,VI,21,2.9647610565120255e-07
2,0.0,30,VI,22,0.0017306946399320532
2,0.0,30,VI,23,0.0005669673525341703
2,0.0,30,VI,24,2.4258267257203973e-07
2,0.0,30,VI,25,0.0002905954984076737
2,0.0,30,VI,26,2.9267459684493223e-07
2,0.0,30,VI,27,0.0006556624015283333
2,0.0,30,VI,28,0.0011558160556016572
2,0.0,30,VI,29,0.0003152253950167317
2,0.0,30,VI,30,0.00039784285501188814
2,0.0,30,VI,31,2.8129462259747474e-07
2,0.0,30,VI,32,2.3281675501172402e-07
2,0.0,30,VI,33,0.00042288895536991003
2,0.0,30,VI,34,1.9313512671510568e-07
2,0.0,30,VI,35,3.203576299925723e-07
2,0.0,30,VI,36,2.8320579195410663e-07
2,0.0,30,VI,37,0.0005111977731851851
2,0.0,30,VI,38,0.0002782307212218134
2,0.0,30,VI,39,2.442302778186618e-05
2,0.5,2,SUB,0,0.7045158194196497
2,0.5,2,SUB,1,0.94175345554659
2,0.5,2,SUB,2,1.0937220813356048
2,0.5,2,SUB,3,0.8430518791651923
2,0.5,2,SUB,4,0.7868927565439031
2,0.5,2,SUB,5,0.795482809932242
2,0.5,2,SUB,6,1.2279422971371836
2,0.5,2,SUB,7,0.6567269177120731
2,0.5,2,SUB,8,0.795221565630636
2,0.5,2,SUB,9,0.7970054026697045
2,0.5,2,SUB,10,1.1021466360926344
2,0.5,2,SUB,11,0.7069715446340759
2,0.5,2,SUB,12,1.1067519294476433
2,0.5,2,SUB,13,0.8842379576012497
2,0.5,2,SUB,14,1.082877180925297
2,0.5,2,SUB,15,0.7529154850257402
2,0.5,2,SUB,16,1.000186131491001
2,0.5,2,SUB,17,1.0222109306133724
2,0.5,2,SUB,18,0.7372973342811421
2,0.5,2,SUB,19,1.111316367900732
2,0.5,2,SUB,20,0.7908177844216375
2,0.5,2,SUB,21,0.8142781021456549
2,0.5,2,SUB,22,0.766665924634778
2,0.5,2,SUB,23,0.9125935940917065
2,0.5,2,SUB,24,1.016467840174398
2,0.5,2,SUB,25,1.0900083745398517
2,0.5,2,SUB,26,0.9160604420038635
2,0.5,2,SUB,27,0.9919252033957032
2,0.5,2,SUB,28,0.8038208554223166
2,0.5,2,SUB,29,1.0562469518394333
2,0.5,2,SUB,30,0.9881491681608885
2,0.5,2,SUB,31,0.7705606022082013
2,0.5,2,SUB,32,0.8720932625600971
2,0.5,2,SUB,33,0.9117005210763219
2,0.5,2,SUB,34,0.7776807573387663
2,0.5,2,SUB,35,0.7712672657010796
2,0.5,2,SUB,36,1.2489375728914918
2,0.5,2,SUB,37,0.8867037301551135
2,0.5,2,SUB,38,0.9765139078276932
2,0.5,2,SUB,39,0.8441080485631989
2,0.5,2,SUB,40,0.679249225440583
2,0.5,2,SUB,41,1.1413486778100328
2,0.5,2,SUB,42,1.086893731195589
2,0.5,2,SUB,43,1.1358540858791304
2,0.5,2,SUB,44,1.0245964271459493
2,0.5,2,SUB,45,1.1784768060522637
2,0.5,2,SUB,46,0.6600991513622215
2,0.5,2,SUB,47,0.7024107347241627
2,0.5,2,SUB,48,1.156939514748196
2,0.5,2,SUB,49,0.718458571966042
2,0.5,2,SUB,50,0.9940165290473654
2,0.5,2,SUB,51,0.7521594452234247
2,0.5,2,SUB,52,0.9522156085101331
2,0.5,2,SUB,53,0.9790176975691206
2,0.5,2,SUB,54,1.1591905885951859
2,0.5,2,SUB,55,1.0957646731694672
2,0.5,2,SUB,56,1.0532998863095657
2,0.5,2,SUB,57,0.7356455620270275
2,0.5,2,SUB,58,0.7592958070972645
2,0.5,2,SUB,59,1.2449534773358228
2,0.5,2,SUB,60,0.7850653338206453
2,0.5,2,SUB,61,0.7558095309791538
2,0.5,2,SUB,62,0.9319033508482173
2,0.5,2,SUB,63,1.152660560637466
2,0.5,2,SUB,64,0.9148912159702264
2,0.5,2,SUB,65,1.136786875912957
2,0.5,2,SUB,66,0.8798383621036899
2,0.5,2,SUB,67,0.8541112244498837
2,0.5,2,VI,0,0.9727623860372376
2,0.5,2,VI,1,1.0754172495376195
2,0.5,2,VI,2,1.393679308935048
2,0.5,2,VI,3,1.1052516356297706
2,0.5,2,VI,4,1.221689659850022
2,0.5,2,VI,5,0.882570748579189
2,0.5,2,VI,6,1.2650864545491651
2,0.5,2,VI,7,1.1267188551901464
2,0.5,2,VI,8,1.2550097995231362
2,0.5,2,VI,9,0.9579896994832063
2,0.5,2,VI,10,1.0909597377006586
2,0.5,2,VI,11,1.1886837348418398
2,0.5,2,VI,12,1.1285330664651474
2,0.5,2,VI,13,1.095659062574365
2,0.5,2,VI,14,1.170180186199708
2,0.5,2,VI,15,1.1471624604407151
2,0.5,2,VI,16,0.9856268297599631
2,0.5,2,VI,17,1.080724830402308
2,0.5,2,VI,18,0.8671881977656162
2,0.5,2,VI,19,1.1824030168181028
2,0.5,2,VI,20,0.8380171803230743
2,0.5,2,VI,21,1.2502980825821033
2,0.5,2,VI,22,1.1664405827738458
2,0.5,2,VI,23,1.2950420241727911
2,0.5,2,VI,24,1.1223916416879989
2,0.5,2,VI,25,1.2446735505011661
2,0.5,2,VI,26,1.0436482820155513
2,0.5,2,VI,27,1.2945146732161588
2,0.5,2,VI,28,1.0184175375012423
2,0.5,2,VI,29,1.2466922967730223
2,0.5,2,VI,30,1.2810147982444187
2,0.5,2,VI,31,1.2371498211794836
2,0.5,2,VI,32,1.2901302305540467
2,0.5,2,VI,33,0.9520706699390288
2,0.5,2,VI,34,1.1791527462106282
2,0.5,2,VI,35,1.213772336061114
2,0.5,2,VI,36,1.2931230904038724
2,0.5,2,VI,37,1.264327069552615
2,0.5,2,VI,38,1.2002945838566916
2,0.5,2,VI,39,1.3012565643053615
2,0.5,2,VI,40,0.8356681677634824
2,0.5,2,VI,41,1.201156234107557
2,0.5,2,VI,42,1.304627851293186
2,0.5,2,VI,43,1.135498114742436
2,0.5,2,VI,44,1.464891633701675
2,0.5,2,VI,45,1.1913425123746675
2,0.5,2,VI,46,1.2360914896387472
2,0.5,2,VI,47,1.1456843624672945
2,0.5,2,VI,48,1.2476694793958378
2,0.5,2,VI,49,1.2009683100480952
2,0.5,2,VI,50,1.2922254531662145
2,0.5,2,VI,51,1.2445853463453498
2,0.5,2,VI,52,1.3568473828034837
2,0.5,2,VI,53,1.045148541960154
2,0.5,2,VI,54,1.2029449507647048
2,0.5,2,VI,55,1.2006406960564175
2,0.5,2,VI,56,1.0152709765650552
2,0.5,2,VI,57,1.1893181386101748
2,0.5,2,VI,58,1.2365723044748058
2,0.5,2,VI,59,1.2352800566747473
2,0.5,2,VI,60,0.8092950093231661
2,0.5,2,VI,61,1.0623285768630295
2,0.5,2,VI,62,1.38482913695423
2,0.5,2,VI,63,1.2287318557250906
2,0.5,2,VI,64,1.251046446101825
2,0.5,2,VI,65,1.2940777750953358
2,0.5,2,VI,66,0.9496606134021411
2,0.5,2,VI,67,0.8892765929190797
2,0.5,5,SUB,0,0.27984982358603905
2,0.5,5,SUB,1,0.3742622607541333
2,0.5,5,SUB,2,0.3211604291219066
2,0.5,5,SUB,3,0.2694334091713844
2,0.5,5,SUB,4,0.32809578951143437
2,0.5,5,SUB,5,0.3296264864292728
2,0.5,5,SUB,6,0.36784207174099337
2,0.5,5,SUB,7,0.2716110954649319
2,0.5,5,SUB,8,0.37988264176469067
2,0.5,5,SUB,9,0.31788288447804325
2,0.5,5,SUB,10,0.35988946107594144
2,0.5,5,SUB,11,0.3373470580357499
2,0.5,5,SUB,12,0.31217700670921666
2,0.5,5,SUB,13,0.2829838881462008
2,0.5,5,SUB,14,0.37856874888362047
2,0.5,5,SUB,15,0.3603134056712729
2,0.5,5,SUB,16,0.35739563316954753
2,0.5,5,SUB,17,0.42055514187438614
2,0.5,5,SUB,18,0.40648540899714336
2,0.5,5,SUB,19,0.34972132618518226
2,0.5,5,SUB,20,0.319038213897602
2,0.5,5,SUB,21,0.32483740067244543
2,0.5,5,SUB,22,0.25809171700763306
2,0.5,5,SUB,23,0.36624583343059364
2,0.5,5,SUB,24,0.3371186003128046
2,0.5,5,SUB,25,0.3028256947205836
2,0.5,5,SUB,26,0.38259485633782564
2,0.5,5,SUB,27,0.3234968591027232
2,0.5,5,SUB,28,0.2408893645172941
2,0.5,5,SUB,29,0.24152695425521584
2,0.5,5,SUB,30,0.30801870446753465
2,0.5,5,SUB,31,0.2533505553045365
2,0.5,5,SUB,32,0.23773987783932257
2,0.5,5,SUB,33,0.4115923960117903
2,0.5,5,SUB,34,0.23474401925573113
2,0.5,5,SUB,35,0.3252066056058342
2,0.5,5,SUB,36,0.3535000550654088
2,0.5,5,SUB,37,0.33640478051879336
2,0.5,5,SUB,38,0.34417939559215344
2,0.5,5,SUB,39,0.34198140276717254
2,0.5,5,SUB,40,0.36805674208511496
2,0.5,5,SUB,41,0.3247943120787153
2,0.5,5,SUB,42,0.23386403577829504
2,0.5,5,SUB,43,0.2410064379737338
2,0.5,5,SUB,44,0.36408011224295456
2,0.5,5,SUB,45,0.24197272298306174
2,0.5,5,SUB,46,0.3448449487802316
2,0.5,5,SUB,47,0.44427705305438736
2,0.5,5,SUB,48,0.40311544724555265
2,0.5,5,SUB,49,0.3280715550502714
2,0.5,5,SUB,50,0.379793415714788
2,0.5,5,SUB,51,0.3787383918610812
2,0.5,5,SUB,52,0.26030043232225186
2,0.5,5,SUB,53,0.2229682390301913
2,0.5,5,SUB,54,0.20735335114477166
2,0.5,5,SUB,55,0.35633527485250777
2,0.5,5,SUB,56,0.29777932109412847
2,0.5,5,SUB,57,0.3678039099728887
2,0.5,5,SUB,58,0.34473886807514126
2,0.5,5,SUB,59,0.3431993621778014
2,0.5,5,SUB,60,0.30993550946964615
2,0.5,5,SUB,61,0.37612982648943133
2,0.5,5,SUB,62,0.3169028909875782
2,0.5,5,SUB,63,0.3388914775993846
2,0.5,5,SUB,64,0.34285214853704976
2,0.5,5,VI,0,1.5218201658233794
2,0.5,5,VI,1,1.8042827090042526
2,0.5,5,VI,2,2.1142710714228015
2,0.5,5,VI,3,2.202562217096675
2,0.5,5,VI,4,2.1383706028504266
2,0.5,5,VI,5,2.19277884505243
2,0.5,5,VI,6,1.8433092651158733
2,0.5,5,VI,7,1.918476037038435
2,0.5,5,VI,8,1.6645669726396146
2,0.5,5,VI,9,2.2444303949170905
2,0.5,5,VI,10,2.2432071139003122
2,0.5,5,VI,11,1.8556617797269424
2,0.5,5,VI,12,2.173422350837303
2,0.5,5,VI,13,2.055207398730771
2,0.5,5,VI,14,2.1453430012472596
2,0.5,5,VI,15,1.908952501131692
2,0.5,5,VI,16,1.9993258069432631
2,0.5,5,VI,17,1.6851107320466914
2,0.5,5,VI,18,2.1570586558810416
2,0.5,5,VI,19,1.7682877827205863
2,0.5,5,VI,20,1.952777412046775
2,0.5,5,VI,21,1.7188534701900895
2,0.5,5,VI,22,2.234439284656411
2,0.5,5,VI,23,2.1031979778492276
2,0.5,5,VI,24,1.644474763402592
2,0.5,5,VI,25,1.9778150107916448
2,0.5,5,VI,26,2.0539771298601393
2,0.5,5,VI,27,1.8880210444828285
2,0.5,5,VI,28,1.474217239931507
2,0.5,5,VI,29,1.7314984970400984
2,0.5,5,VI,30,1.3203470618499318
2,0.5,5,VI,31,1.6154163909471893
2,0.5,5,VI,32,1.289057827683452
2,0.5,5,VI,33,2.3461179934978955
2,0.5,5,VI,34,1.9416134872103854
2,0.5,5,VI,35,1.9526977563027659
2,0.5,5,VI,36,2.0463326107806386
2,0.5,5,VI,37,1.9510673196534025
2,0.5,5,VI,38,2.0982021709270198
2,0.5,5,VI,39,2.2042911683256694
2,0.5,5,VI,40,2.2726274422801365
2,0.5,5,VI,41,1.8945065181186616
2,0.5,5,VI,42,1.8848186111571064
2,0.5,5,VI,43,2.1191464755997895
2,0.5,5,VI,44,2.1849860233334613
2,0.5,5,VI,45,2.2436112877199004
2,0.5,5,VI,46,2.392617036386257
2,0.5,5,VI,47,2.5529627416636904
2,0.5,5,VI,48,1.8889572043534608
2,0.5,5,VI,49,1.7064825069841558
2,0.5,5,VI,50,2.563642302654061
2,0.5,5,VI,51,2.02628279265654
2,0.5,5,VI,52,2.393648951718652
2,0.5,5,VI,53,1.7482133249075753
2,0.5,5,VI,54,1.7105236580149257
2,0.5,5,VI,55,1.7610588438551695
2,0.5,5,VI,56,2.11265308678036
2,0.5,5,VI,57,2.069585777346186
2,0.5,5,VI,58,1.5629971034826133
2,0.5,5,VI,59,1.9193565450926633
2,0.5,5,VI,60,1.8120912974536163
2,0.5,5,VI,61,2.0847001413465702
2,0.5,5,VI,62,2.1516394339306766
2,0.5,5,VI,63,2.074132912888102
2,0.5,5,VI,64,1.6494535749982584
2,0.5,10,SUB,0,0.23733334643270948
2,0.5,10,SUB,1,0.2996410224522399
2,0.5,10,SUB,2,0.29206229404232514
2,0.5,10,SUB,3,0.25216107223248363
2,0.5,10,SUB,4,0.2879843351397448
2,0.5,10,SUB,5,0.27289323640436397
2,0.5,10,SUB,6,0.2595271573078564
2,0.5,10,SUB,7,0.24086854704358412
2,0.5,10,SUB,8,0.24678190618259585
2,0.5,10,SUB,9,0.26044140873434557
2,0.5,10,SUB,10,0.30131557132296677
2,0.5,10,SUB,11,0.29444928757824634
2,0.5,10,SUB,12,0.2969795270890163
2,0.5,10,SUB,13,0.17483339674696324
2,0.5,10,SUB,14,0.25351613360694564
2,0.5,10,SUB,15,0.27640484191007414
2,0.5,10,SUB,16,0.29552997561895433
2,0.5,10,SUB,17,0.2823290556680965
2,0.5,10,SUB,18,0.22867632977631794
2,0.5,10,SUB,19,0.24838665952340755
2,0.5,10,SUB,20,0.3193457150328768
2,0.5,10,SUB,21,0.33654418104296047
2,0.5,10,SUB,22,0.3151050267714151
2,0.5,10,SUB,23,0.3238531737513848
2,0.5,10,SUB,24,0.1871684873897319
2,0.5,10,SUB,25,0.23253455220853778
2,0.5,10,SUB,26,0.2725598763462552
2,0.5,10,SUB,27,0.22503196399048217
2,0.5,10,SUB,28,0.22940816073037337
2,0.5,10,SUB,29,0.209863440477699
2,0.5,10,SUB,30,0.20580624487426344
2,0.5,10,SUB,31,0.2905761841502362
