game,eta,method,sample,error
0,0.0,VI,7,3.978308177814591e-08
0,0.0,VI,8,3.049648148399355e-08
0,0.0,VI,9,6.767950246466364e-08
0,0.0,VI,10,5.57577108616467e-08
0,0.0,VI,11,0.003243267371521805
0,0.0,VI,12,5.070421210271777e-08
0,0.0,VI,13,3.701641459823539e-08
0,0.0,VI,14,9.538004480658962e-08
0,0.0,VI,15,9.204669926876862e-08
0,0.0,VI,16,8.960701640569844e-07
0,0.0,VI,17,3.780695304736269e-08
0,0.0,VI,18,7.021724924774932e-08
0,0.0,VI,19,5.971986100174934e-08
0,0.0,VI,20,4.249737586190545e-08
0,0.0,VI,21,1.1219578140843925e-07
0,0.0,VI,22,3.876633349068419e-08
0,0.0,VI,23,5.26171601500665e-08
0,0.0,VI,24,1.5134527645507568e-07
0,0.0,VI,25,7.337880766228312e-07
0,0.0,VI,26,5.549038417414174e-08
0,0.0,VI,27,8.984228139621404e-08
0,0.0,VI,28,1.3962076683216246e-07
0,0.0,VI,29,5.3120642414022685e-08
0,0.0,VI,30,0.0026617710688929463
0,0.0,VI,31,3.605805512069939e-08
0,0.0,VI,32,0.0007521216157018567
0,0.0,VI,33,5.657151340557425e-08
0,0.0,VI,34,5.7413203537235757e-08
0,0.0,VI,35,0.008406629617188818
0,0.0,VI,36,0.0005183428302297741
0,0.0,VI,37,4.4158268276521334e-08
0,0.0,VI,38,5.539899218483952e-07
0,0.0,VI,39,7.571603082527424e-08
0,0.0,VI,40,7.376280570351784e-08
0,0.0,VI,41,0.008122574724153588
0,0.0,VI,42,0.004005081764457359
0,0.0,VI,43,7.05588805344527e-08
0,0.0,VI,44,4.7612058559803236e-08
0,0.0,VI,45,8.760738261385489e-07
0,0.0,VI,46,7.179431020830559e-08
0,0.0,VI,47,3.670843441936023e-08
0,0.0,VI,48,9.103452368954406e-08
0,0.0,VI,49,0.009022441985464702
0,0.01,SUB,0,0.030360333791313126
0,0.01,SUB,1,0.02724242215563979
